,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74
Moradia,0.19212395747415956,0.09438839584770618,-0.02680619712701867,0.144667507379455,-0.08961684791638408,0.022414853408831537,-0.035464356016904786,0.23466187887545584,-0.15042482943002639,-0.029783357886078526,0.011097933338890476,0.07244448024014957,0.13564901946995198,-0.07607999573838788,0.020619161881312548,0.10655855001738301,-0.13823935490286868,-0.0018261941618094024,-0.03425839301681935,-0.0710042337528595,0.034592723460769054,-0.07666957340831361,-0.048417511543688924,-0.10083575940858208,-0.02113238627338425,0.06386538916057938,-0.022739790249458006,-0.039955250386822315,0.01666133794377131,0.01721357671360471,0.013053738591497305,-0.06004804451308894,0.06684923526139874,0.06027094473338017,0.040520746677747264,-0.050223172522884496,-0.10321736232992959,-0.010331006872901435,-0.043327375495953065,-0.045141983983135854,0.007336586563495723,0.05655720379281544,0.0304423305034021,0.04383853312364086,0.022987249036508544,0.03311042937694695,0.009138022286432804,0.007376612549634537,-0.05047390609338759,0.0008893336958844811,0.12551340564608834,0.08399969525513512,0.06117928719493951,0.017311694520118798,0.031226303586431553,0.030543296181804687,-0.053011879738975684,0.010578690801830506,0.03128815533481524,0.004167873007657558,-0.044618365249346564,-0.012586544036899738,-0.003097175386545817,-0.0031764258815631117,-0.0028869786755559793,0.2852319438178723,-0.022523829683717564,-0.0001409814755638228,-0.16104163158249518,0.33531751887347877,0.28320591090331315,-0.19854125802187592,-0.564697068108275,-0.12634036838379561
Segurança Pessoal,-0.08403289257086083,-0.2882115285717959,-0.08759457883187749,0.025769121551002208,-0.04980196921229925,0.05403973220605002,0.06181285348556517,0.09317848830837054,0.10856503401180362,0.17708843541848573,-0.05038930365618195,-0.0342340317654194,0.1447664439393328,-0.0070870029831436865,0.014524332859799136,-0.003548517379339401,0.00993880504604072,0.13085235983420102,0.04646024932864875,-0.0069837713359894,0.03571213629832362,-0.09106571885636032,-0.06584804534973374,0.01471127612016962,0.037302185150943495,-0.06185060084353829,0.000920764746733329,0.04669558774009042,0.042390297396869295,-0.024171524743278973,0.012058197033429002,0.018690946612303944,-0.03571110966191485,-0.12623981826427877,0.04437356948759805,0.03703894799852492,0.007029126885274642,0.008369323189775013,0.0013261552380617707,0.04025302371449445,0.010093568035197956,-0.0015146074761956119,0.008076500579451206,-0.03844982485378005,-0.015291058404894262,-0.01574503643811175,0.10311141019152632,0.05815979903350391,0.09747455358144151,0.1110316713316647,0.013048711257899026,-0.03372379752859451,0.023815632556755707,0.04962150797582057,0.10609306341280605,0.003305226003036882,-0.07149064931342122,-0.07295270686373528,-0.11510447456547003,-0.14602200354437567,0.5906362167822412,0.18625137101976988,0.03290903287727128,-0.013913663114138339,-0.012821216212661229,-0.14836014152816918,-0.08137173736628533,-0.33530068714131583,-0.15115446077060352,-0.09298342039800644,0.09614539415806839,0.19800891675690133,-0.2117924084743339,-0.0016682398753755448
Acesso ao Conhecimento Básico,0.19157207247506317,-0.04011954024593401,-0.10536745879456665,0.10020997842033777,-0.18713548797069016,-0.12664400476500964,-0.14641147817936956,-0.0322943012171024,0.05300083511305606,0.13525261047677375,0.13150724648809914,-0.06787399563332322,-0.1545486883835081,0.041969588413265285,-0.07702072350389082,0.0015658749720543416,-0.025140990796861398,0.03390623323229397,0.05307217526077462,0.07361609438190195,-0.05935388286337217,-0.048522519459047495,0.06152333860371274,0.033772967980984545,-0.030761619208121233,-0.11463610447967298,0.02203050496980996,0.060300147294537094,0.03949595155340971,-0.02640470441557083,0.04090215591712807,0.04239609379726616,0.07767615205644286,-0.031570251547721986,-0.06949435251225809,-0.06816098910175408,0.05547599659506054,-0.016688089371313122,-0.02726196146765232,0.07983032859103648,-0.026659980153671502,0.02856906762192915,0.04100280503952006,-0.05273908577999706,0.024017310060189548,-0.007037498480892468,-0.0841799581623413,0.010130625810802634,-0.006508860929616675,0.01724899692846917,-0.0031576998995031663,0.058499051309053404,-0.03964234248953214,0.04440054143005155,-0.05880255959537811,0.0528678032043601,0.023060048158626605,-0.04844193282058138,-0.024073336335161538,-0.032536851214143486,-0.0228014615983564,-0.02755307312830086,-0.0025944763160317408,-0.0023578112769194297,-0.0021563166543890773,0.08228597383020611,0.19839997964054315,-0.1209101760688458,0.543514106324797,-0.045784459496342016,0.545578913306893,0.16499685524154295,0.06592144990396026,-0.00456910274753905
Acesso à Informação e Comunicação,0.24512453293073944,0.025856578745496257,0.07328383810762365,-0.03332878342066464,-0.012845292501454473,-0.04151165456832895,0.012190839621187222,-0.09510310177125242,-0.08965417647786592,-0.11187713258743286,-0.047097508726424556,0.04647634930270074,0.09414278071126658,0.021306208742874616,-0.027598550127054394,-0.04272492511977593,0.0029111989916999524,-0.015039628965314467,0.09718861779306569,0.01971553141107417,0.07056162195626008,0.05080929561219687,-0.009133346370424178,0.02911172393920235,-0.014089920524264152,-0.02724401253082607,0.005612760277520168,-0.042249620918092416,-0.062784816603235,0.053130677353958766,-0.11498887432992763,-0.04677130479204791,-0.1172664884931218,-0.10824687554403636,0.04236847602047949,0.059200084490238655,-0.014462870102501035,-0.03601611333749651,0.05036796973773203,0.044941912635084985,-0.0058002145625934125,0.05169919417835164,0.006498945570435299,0.013087042651492825,0.001389208519935528,0.09847620744896032,0.06280653338888653,0.02500624949810669,0.14112838895885596,0.15011424419549196,-0.08442678806513479,-0.03794139957945135,-0.00883421884502756,0.0015822265536152708,-0.057134439567135153,-0.05486421794193871,0.05541569174325067,-0.05037092760976448,-0.06255260966086013,-0.045284864690650885,-0.005134948513778798,-0.02695892782154681,-0.021804768029787,-0.003304107854149899,-0.003712185924222281,0.3833573556291312,-0.018226045534045082,0.12356671262242136,-0.2472130184316526,0.22770361118316043,0.05161487858724704,0.6325314479356337,0.1962545570390306,0.018185754428824544
Saúde e Bem-estar,-0.13540655994938203,-0.1250392085561818,-0.23301699364225084,0.016628720895476703,-0.05818093666278923,-0.023562144643547278,0.055290854251902444,0.040121808969950185,-0.07309270394188339,-0.21279024085708848,0.14599442701436077,-0.20551632583640633,0.10230587587070447,-0.1094580058264738,-0.021341358842534734,-0.06919459475965647,-0.028333061751309348,-0.17481390991512846,-0.023032183837870424,0.07776627133964956,-0.07464997703783367,0.0957013530611101,0.017776718931215685,0.12953892909141218,-0.023125327366826806,-0.05730027602822707,-0.14499351533119234,-0.05375402112307455,-0.07794614800182484,0.03652115003096024,-0.07210605451179779,-0.0033057137443008727,0.01640024710076321,0.0995072575445046,0.03304237528570829,-0.032545570220359074,0.02126323472080436,0.0008101705974124448,-0.0036036466853101995,-0.008192428540342325,0.06629338677474161,0.05461030552883131,-0.007850611997494431,0.029276143089031953,0.05738719098645237,0.03761102119631865,0.06206349877462795,-0.05913049973282662,-0.03518483670547941,0.022646696281990678,0.015297405918725158,0.05209903303973037,-0.014779852328629002,-0.03897712318926501,-0.018461649934664842,0.050954353141883096,0.025064663485021732,-0.01332750066616506,-0.02330949778802538,-0.048417947054920904,0.001541547761230111,-0.011217472486782246,-0.007082963176456403,-0.0023286461923520477,-0.0017729791448683196,0.3101175119543091,-0.2429881840223192,-0.4247619863216271,0.3275733091438065,0.2026481906187665,-0.3446323786544807,-0.017546154345108506,0.02941496436882335,-0.021249645148642873
Qualidade do Meio Ambiente,0.0706496447651653,-0.2867412562932097,0.023996447565253046,-0.08718979378145514,0.15435180818675126,-0.024899110338908848,-0.0439920495736877,-0.08645657191460984,-0.17594970138563626,-0.06301947924045176,-0.030149505430612095,0.06829858312386204,-0.08036184495457226,0.038145908304108134,0.08160493891793164,0.06872925383913654,-0.005600070711753561,0.0460989782723652,0.010955325376837605,-0.025952866626069424,-0.10657783547299371,-0.028069299829122915,0.010163330629810674,0.058054340724703085,0.09023720488299836,0.035989279251956136,0.03621553803833491,0.02578156425440911,0.007661614748334961,-0.0001800639095718981,-0.036260878602392126,0.03480479260301311,-0.02130996383298233,0.031082695954937824,0.020798832924430317,0.016594365552434542,-0.0014655610352387743,0.08270549398528905,-0.09065156677635153,0.05071897072904192,0.010304496347459429,0.06851840633582883,0.005374340216509293,0.02082799444614998,-0.038264985048484156,-0.015906017977989087,-0.07942581298191137,0.015361928151362225,-0.01800233606890496,-0.0051612876602305305,0.14111996601518767,-0.0536192367952299,-0.08208038156537027,0.07797178793871049,0.13096490160371416,0.13674482611795255,0.027484705350776295,0.29330896514824367,0.4385029535861757,0.3559340031208159,0.0649812274510358,0.14306836008486995,0.07965878115811567,-0.006906427650720732,-0.011178657703462224,0.15373243304350914,-0.32814476449414026,0.10741673919874632,0.10107419691810704,-0.22619741026136098,0.05874509893134461,0.13264452758639303,-0.1040343129979571,0.014916536232631589
Direitos Individuais,0.025559702021495087,-0.04736508139846801,0.23093794824839736,-0.20461028511888574,-0.23915241412501503,0.13245819886033713,0.2077514534816236,0.05143359987750873,-0.026416912699484492,0.0385573049087371,0.2535043627400249,0.08739569213570458,-0.027521461130537078,0.01174032187895363,0.09759368329374271,-0.07606860270930069,-0.07993860251761738,0.014103344923151517,-0.09563718376327815,0.053213151069418554,0.003744983117291663,-0.031444592416330644,-0.012722292404610397,0.007940534803830612,0.015105722144192361,-0.0834997315594868,-0.022497963618354003,0.07889334207970054,0.023375448043329083,-0.026363144327687216,-0.048531349515962385,0.04341241735271323,-0.023456592869808,0.05450356418191793,-0.013626423643850806,0.011132217412842982,-0.004761818025912426,0.04937318367544924,-0.01609674154003555,-0.04579326179926622,-0.013382396654324162,0.020740488307659927,-0.007997174005343454,0.03345555954477371,0.018774777042643975,0.013619493227865891,-0.033449928027942326,0.006046545976487502,-0.01957185957385061,0.00727439751972235,-0.003217826281142061,0.006991626684019084,-0.04678349930712609,-0.054651185270571806,-0.008444748245359596,-0.02829134548885979,0.031449102921616845,0.00016111280396480243,0.020506112500125268,-0.020274476079334837,0.0002105251608463532,-0.03948516216327436,0.0007024194619925095,-0.060606446237675186,0.6936806862346607,0.21635882593751454,0.13334801725206036,-0.10351013124144404,-0.09759075496932315,-0.23745327938741417,-0.006421889627177296,-0.05409997643631592,0.0061744016751875686,-0.02678296885447684
Liberdades Individuais e de Escolha,0.19779000764529758,-0.04806105338957287,-0.12030726769345085,-0.15198165117583426,-0.02836830574230335,-0.11936360297791493,-0.025387157988656674,-0.02165315263618861,0.06573302848557444,0.10077412441821454,-0.09115152942387603,-0.043716440777517185,0.0912150970648127,0.041616965984339505,0.09007654678514326,-0.0051162644628785295,0.18365684058321352,-0.0546459648611025,-0.12959861964352093,-0.013660293273013283,-0.05096996346057982,0.09340219745037369,0.03511379438109681,-0.07915359196375318,0.07137991440951169,0.10231870926591244,-0.12251491704642169,-0.04256497795650071,0.029508150386775713,-0.004739213164596036,-0.02376743991013843,0.03655756117709754,0.08552392336998227,-0.0036540139048336848,-0.19805400321961977,-0.02521022711839755,-0.132198188059593,-0.015335914799655227,0.054002858579430664,-0.2052524012444915,0.04922124206541076,0.0028142323836898853,-0.18275032650657008,-0.015971857500511666,0.06528626741258309,0.008801934453389698,0.060176046424336715,0.032459423940245,-0.0014134324238613697,-0.0729742343083407,-0.06738117013854308,0.05064235529627649,0.06837361708408782,0.00854948216435688,-0.01917739054410228,-0.050260655704212884,0.06736531186028458,-0.07096037896410959,-0.11660209086233403,0.001547865423594183,-0.22021000604509605,0.5775710331890669,0.2791247210999356,-0.06808243221312314,-0.090151870268971,0.16392570822217625,0.10103201509500652,-0.07842514165257575,-0.07394028672023652,-0.17990806164062587,-0.004865587528980343,-0.0409892081531721,0.004678076630641903,-0.020292295073856367
Inclusão Social,-0.08949821924539732,-0.10895634709308635,0.18994141193261754,-0.0202684453483154,0.005674871512500744,-0.2664936931034853,-0.01744518389920999,0.24389314029939968,0.11039216310046879,-0.17912400791612199,-0.1040778231753052,-0.14851816265929543,-0.050828171432762484,0.12373156183949587,-0.1132685573674316,0.048862819374038906,-0.06380314524619968,-0.04363442296407927,0.06462349017888577,0.012449795571895336,0.01156608766189261,0.13531739654777988,-0.009210498969146247,-0.09174687199767048,-0.03512482403176609,0.008934127200807168,0.06502617092127286,-0.07082888169785764,0.023393972717617673,-0.05207089813358687,0.09762812907079826,-0.006302652425730469,-0.02364884465242562,0.020493274800246403,0.016021521219442024,0.022511158541261733,-0.1026811229330747,-0.04865467394467181,0.126985368908636,0.047189474363467,0.05422803748018504,-0.09218086335633383,0.09144872558343024,-0.08273672065312912,-0.018042454172232138,-0.02516287827485006,-0.07022689809568652,-0.11696093844577743,0.1579657632184813,0.02292577175626139,0.05874867860749816,-0.16306972612987086,0.019662072904786457,0.1529452252425168,-0.10481608470911981,0.2070050113860314,-0.30672463608841816,0.06719278212739108,-0.06007623388510465,0.02683215520886861,-0.03789928297684314,-0.13139450415385673,-0.10401386963274217,-0.13254025462209432,-0.1590752404919737,0.2865309451010786,0.1765970639053301,-0.13708179272858623,-0.12924257253339796,-0.31446700759910545,-0.008504714777627653,-0.07164633710263038,0.008176958530609069,-0.035469546228230134
Acesso à Educação Superior,0.14379224136859972,0.04258575091899892,-0.1343966597382396,-0.2053144790317324,0.2351674786837688,0.12177689856931029,-0.0496671061545048,0.14412555371724528,0.19441277992243372,0.019921298543131183,0.06826240431871011,0.05642305622394053,-0.08731693608657895,-0.03245011108474158,-0.07209069915673194,-0.00589154129801208,-0.09483005506082196,-0.03723350143494912,0.039783407441773624,0.013403687283064028,0.05093068403837302,0.003460655591839723,-0.03957558174282994,0.08188367288525004,0.0125785434950062,0.023442868596943466,0.03417687537419357,8.627630040261916e-05,-0.03935375058726201,0.006590536809216646,-0.07056428563072738,-0.035188398667431786,0.09100786075077313,0.024535779871535445,0.04666268134669822,-0.05449055956451418,0.11644244633215071,-0.004771975127962874,0.017801950264568513,0.06731603363413043,0.03360602718773445,0.012829598113412975,0.005662758480877805,0.013588881620070853,-0.0067059771400203305,0.0765480490469343,0.013823970496722238,0.007187444992244829,-0.06346819436790135,0.022391099262657737,0.004093888275857632,-0.010487720519847045,0.0680096893772253,-0.0284332094294803,0.03584008457212143,-0.035274785204800416,0.010472316809693405,-0.001325063987885025,0.0012718716743413648,-0.0018344554286706498,0.025310078777550205,-0.028174254931749076,-0.01042239353811042,0.7650797922652062,-0.06990987895072795,0.16727900216454641,0.10309874427299653,-0.08002942053772806,-0.0754528226015444,-0.18358829349577793,-0.004965118867724466,-0.041827690810297094,0.004773772212514193,-0.02070739793285757
Cobertura Vacinal (Poliomielite),0.042409138935642215,0.07490910669825716,0.12858297385561135,0.1187745525719342,-0.03965219489665476,0.17190083175502993,-0.13422436216809494,0.07182945430760163,0.0035859744059373103,0.1781547523587922,-0.10279840185385919,-0.21026058642240947,-0.028030359251621294,-0.013889602470333773,-0.1449939682329179,0.003974569915175669,0.062203988291511594,-0.15981361961368626,-0.1746380070868531,0.026527253796387325,0.05353748387625219,0.13490396764707388,0.014294594299302382,0.13936698938717598,0.46182627069259313,0.22040201772044107,-0.09850378205967766,0.24372014746211637,0.08788004574176357,0.04119727447079555,0.01558628459568566,0.06798516898132025,-0.0867508580967914,0.205006737544866,0.18739083226530118,0.09717982483164378,0.0516615487915256,0.11403720726728121,0.18235884859888796,0.09465918016046204,-0.09214207028499471,0.20877179358438386,-0.0027695599920349147,0.06905605515351618,-0.037105532690659165,-0.06063811441518034,-0.009581596666659496,0.06267025027792966,0.12130790336756381,0.13028265268054529,-0.05371303852549923,0.12378021402129501,-0.05298388754908398,0.07066719341007954,-0.12213459239583066,-0.0035173253027960113,-0.0652171697851884,0.12701007751670826,0.10021976661999478,-0.17426599397881307,-0.02405974961406432,0.016961959952885075,0.018009773955568242,0.0031467291657344965,0.0008330592213178552,-2.804820629712586e-16,-3.469446951953614e-18,3.885780586188048e-16,-7.008282842946301e-16,1.1102230246251565e-16,-5.065392549852277e-16,1.942890293094024e-16,-1.5959455978986625e-16,-1.7694179454963432e-16
Hospitalizações por Condições Sensíveis à Atenção Primária,-0.006136830441071414,0.07186168837935838,0.04730913704906068,0.12979531946365896,0.1938605081674592,-0.2426973043388886,0.0643865022385449,0.17432896271950699,-0.07807788650798121,0.047844957085913964,0.3348675485171755,-0.03844779054840225,-0.03496046345497639,-0.00646201028844302,0.10100580757649155,0.015631477590735632,0.09288725870159473,0.13129904342254242,-0.10747905907326818,-0.01985668587590586,-0.0955014421401214,0.058425620118067234,-0.019049933674280706,0.09602572985128924,0.24321461937045064,0.11969284223502072,-0.024051155507621172,0.08699469675570337,0.2156698055958145,0.10509030788721332,0.09170320835466675,-0.12911580350179677,-0.2112330546000211,-0.019584275136204712,-0.03027823814650704,-0.0036592530744711804,0.16140625443761825,-0.13105967345783015,-0.15491829425296413,-0.08186407614970032,0.03888291468008902,-0.04704932092584613,0.07237237883811125,-0.15056977403573565,0.05789693957580411,0.1676680902262958,0.1580989461634715,-0.10497889586834139,0.01912173069394653,0.10355169468495976,-0.12854761535823928,0.07889992243164931,-0.005381585571065162,0.04053929940850201,0.039460460092522714,-0.16894631096836477,-0.03414954538448603,-0.10090069120823725,-0.18278200007551237,0.3904090704926986,0.04025459219233979,-0.02410377048605436,-0.05309301182816678,-0.0006472044708391265,-0.0014761114699007524,1.238936381492533e-16,7.216449660063518e-16,-7.771561172376096e-16,-3.3306690738754696e-16,-4.822531263215524e-16,7.355227538141662e-16,-1.1102230246251565e-16,7.771561172376096e-16,-1.1102230246251565e-16
Mortalidade Ajustada por Condições Sensíveis à Atenção Primária,0.060283040425819466,0.010908453370327847,0.05600769572575108,0.0810936258480746,0.102458628120173,-0.15471165850143417,0.30949606338713787,-0.085275826200498,-0.04629715889413446,0.30358010447698763,-0.05131292224977993,-0.08316555455429431,-0.019974217093171598,-0.24679715882359016,-0.03682273952560509,-0.06801584259253658,-0.18372023271674406,-0.09732482769776277,-0.0629890521536305,-0.051382367691495526,-0.05820607916451409,0.11027026096118345,-0.1397361154806398,-0.06780086328090537,-0.07525086865401395,0.08765816780723755,-0.046054349681978385,0.10176986610305788,-0.10764767013250104,-0.0907603420262036,-0.2252634886959503,0.15025040736579443,0.10106817327060688,-0.1697651568471861,0.11260925445034915,-0.04417099836209376,-0.0325336557860998,-0.003416681147512271,0.09962120389656871,0.20843775244436583,0.06092635724909447,0.14546509454370088,-0.168118779028337,0.038386675048296764,-0.23643803552301187,-0.1711967412096801,0.035318078387879946,-0.0009801267153608656,-0.059410557588522726,-0.07174908580219685,0.1314230229086272,0.0013682925361277673,-0.052385990428177265,-0.023112085545084274,-0.09869323140295724,0.13341738161464078,0.011029175993583634,-0.12768791959853149,-0.2107595256444386,0.3149200997192469,-0.009454148304095689,-0.02418686851555188,-0.05265675945616766,-0.0031246349572620694,-7.208576478474199e-05,-1.1014196303347813e-16,3.7470027081099033e-16,1.734723475976807e-16,6.938893903907228e-16,-9.853229343548264e-16,4.718447854656915e-16,1.0547118733938987e-15,8.326672684688674e-17,-8.326672684688674e-17
Mortalidade Infantil até 5 Anos,-0.05492145751844464,0.052761494920793676,-0.07320896179206633,-0.04586767774702609,0.1209347379186053,-0.15993115631762084,0.09945879042662122,-0.04066624289516848,-0.13676604056773103,0.07014880501965143,0.08800172908960233,0.07806380412840408,-0.03486991498096864,0.270123731058457,-0.004518683440168314,0.023800709146968024,0.20686071783283722,-0.0829390370761976,0.030416598699326655,0.0869605848573335,0.44651459060176996,-0.25563787470958277,0.287145728298015,0.026017708180735427,0.074353660306522,-0.1499584267341176,0.0038698547628068236,-0.1260936190383112,0.043625852633725704,-0.16275741490994394,-0.18716033440456945,-0.06329511706026385,0.18278493564199064,0.128492075946131,0.2242585277503512,0.006846261154801782,-0.05051172808078352,0.046947091448641926,0.15071296686958305,-0.09149577071310779,0.018908887014585707,0.18013434048704124,0.013887717456603011,0.012360706506660463,0.14640612356213234,-0.16489215571343635,0.04858720899130583,-0.06450411871259107,0.010914396537113024,-0.017256708479436323,0.08527806427011092,0.13642204768875818,-0.09120568079765382,0.07267536644883625,0.04768480964497723,-0.013372577623702494,-0.10489470753500359,-0.042394195851553636,-0.09909439931838651,0.11413360909109031,0.03934580534606166,-0.008532815177748967,-0.036812336479378566,-0.0028301359229994903,0.00045679738336374884,8.02954702401389e-17,6.800116025829084e-16,-3.95516952522712e-16,2.983724378680108e-16,1.3877787807814457e-16,4.163336342344337e-16,2.3592239273284576e-16,1.6653345369377348e-16,1.942890293094024e-16
Subnutrição,0.013072361370804211,0.04495848379142436,0.004328208457482641,0.019924580998384372,0.09901433171941941,-0.1363354372818181,-0.034537728617465735,-0.16351032650293273,0.29929575418210985,-0.13900035672853353,0.08772880387982218,0.1165772247904559,0.3585210715965917,-0.15248039287128282,-0.00015706850008395667,-0.10631145350609933,-0.13867437492774148,-0.03295671009792616,0.12578361340716537,-0.09817576762007536,-0.0625809181948645,-0.20279245315199623,-0.039167430726691294,0.0557046834172826,0.07273142814077585,-0.15341747063379485,-0.11627187710695555,0.07592354047266428,0.2688893778719089,0.021890599110485354,0.11246566110981404,-0.07099098098029012,-0.0032014232122997734,0.2594180865831103,-0.1435274230805547,-0.02741405088350754,-0.17506596713649075,0.11518170472076521,0.25325913710210207,0.050355225385494334,-0.14678219659087038,0.09526052347160358,0.04611856358928044,0.13397224191011003,-0.12270527944450356,-0.010900018752792118,-0.24543472422288287,0.0719143973659089,0.021734034008487543,-0.02557399298718635,-0.15004363736506476,-0.025568545680000495,-0.10080781859471336,0.038414423370168205,0.08900484487128417,0.019991077111022486,0.03411579782666574,0.0008686251391766681,-0.10335122243318542,0.1613419756644428,0.023083625183216216,0.006683228171306205,-0.022901422969972524,-0.00015438280596114656,-0.00024632466988050786,4.3576940806884216e-16,-7.806255641895632e-16,2.7755575615628914e-17,8.326672684688674e-16,3.3133218391157016e-16,2.415602440297704e-16,-3.0531133177191805e-16,1.1102230246251565e-16,-1.6653345369377348e-16
Abastecimento de Água via Rede de Distribuição,0.14143193868340984,-0.11714278716848861,0.07112917950975343,0.21663784330988575,0.11209800507329414,0.022346757101172916,0.18118901208200536,-0.014944863653313784,0.10637910960444283,-0.0705699350148831,-0.06956069597230505,0.028209123354270227,-0.0019470174032267251,0.1317260466753726,-0.1204790831842622,-0.06448289266910015,0.047664806146117636,-0.01591946227752053,0.03572285756191696,0.01888245904349522,0.10248696508276954,0.0294510229063992,-0.04162405204693134,-0.03239982588128612,-0.0603421727337749,-0.009692764760712257,-0.13754464014384732,-0.03133340232609566,0.02027721801908297,-0.09487841413749953,-0.012492663689387264,0.14092654925571488,0.06594468831186404,0.2678864530992197,-0.036976522826237715,-0.12898414444653622,0.05544567705145463,-0.11962669827972403,-0.1543390854248684,-0.17939791892336418,-0.22163296716645195,0.03280468782742907,0.07734455928919239,-0.2373101847756798,-0.258809840957753,-0.0413864033836856,0.1071916299915238,-0.1709716445570335,-0.07148400824845748,-0.024744831829597448,-0.0905662423399046,-0.054219742980961785,-0.006598001229674272,-0.17808325388581953,-0.2288105000077149,-0.0966391733186923,0.1304312838386302,0.0717670865278337,0.11940659501897158,-0.015460390617668358,-0.019520794776424252,-0.013615761283806649,-0.029968588900208704,-0.0004557415289359948,-0.0031876596057274324,-0.09198942052305621,-0.028006334481399983,-0.090070532737572,-0.027926702967391928,-0.05328260485353417,-0.00033310954689347305,0.11376627210082943,-0.05482509506428823,-0.4050129463770491
Esgotamento Sanitário Adequado,0.06649234395155952,-0.014055688194246711,0.04183031912306498,0.00327862521323826,0.02966307668349599,0.05255517954267251,0.09320844713767673,-0.09921309481371843,0.01904779036691501,-0.046581287506428974,0.1962754719527944,0.009259128998553356,-0.07081188108054903,-0.15871306170954422,-0.2674630431477766,0.5070138378961025,0.18354853996741413,-0.03277316063712769,-0.1967989006032932,-0.151447255612191,-0.0700597526616219,-0.003208583185013242,-0.17000748624768589,-0.02141871373842169,0.14140254962774926,-0.2933711334847749,-0.08528314991285457,-0.25797584035641913,-0.06340758817182518,-0.01202504613596736,0.1645384115635212,-0.026446676702372468,0.03464477067115318,-0.12551776453831498,0.16214359896318545,0.09238103931309533,-0.03064710884990525,-0.03242175553505258,0.16112684800966068,0.019297229092737928,0.14745099679115262,-0.11775429631212728,-0.14228255589853964,-0.0449547897975902,0.002099281814076072,-0.0457044775591275,-0.15704478362757027,0.013903482831214814,0.04813337155669636,-0.014913424930322106,-0.07588460278107081,0.020869381281439232,-0.03817056636598086,-0.031131229680969597,0.021879049133746303,-0.06864840356584245,0.06158982305786834,0.007508558913207425,0.03633477445258415,-0.010056869668053768,-0.020504581866347446,-0.030962214243436398,0.019626524177571325,-0.001040776370056798,-0.002786492437460788,-0.04137028483244054,-0.012595253106501149,-0.04050730587469201,-0.012559440527210551,-0.02396271796116729,-0.0001498089319084267,0.05116396053344795,-0.024656420117430244,-0.18214595610204146
Índice de Abastecimento de Água,0.10462593277629095,-0.016059587898420397,-0.041443932562088816,0.25997645209780584,0.12644936089349693,0.0834590400639823,0.25927446678747684,0.021993964669215178,0.12319811326854982,-0.10515901665146579,0.01562853575350537,-0.01458066137510805,-0.0686296167178373,0.05603460529922061,0.08466030736164676,-0.07759761493857366,0.009516309726016813,-0.06139255637578149,-0.05138393571201874,0.0915736066630371,0.019520438350816904,-0.05712225130329948,0.14141328190645253,-0.08382102988912425,0.03539142529399544,0.16640241378780066,0.15075712668971947,0.003966640093505447,-0.12327833613189762,0.08692115208113028,-0.029232447201104086,0.07288408356007678,-0.2552084975243873,-0.04492048886907432,-0.21717400937555734,0.07016003469176314,0.1086502511649371,0.1580124155355359,0.09279511243437713,0.12351579345936495,0.06771526047694888,-0.012733556694838222,-0.03587089566280461,0.09358813573786294,0.3559833336193964,-0.018472591916164127,-0.18826087131654762,0.1037711442236781,-0.07765335915675842,-0.08376526927326507,0.04792621658347132,-0.029052168386322554,-0.075172965873768,0.09896623757533571,0.17084739958952172,0.10301569349724207,0.00013000985235384066,-0.09649897522209541,-0.04843317156529481,-0.04389449972861431,-0.12482886475376472,-0.04963070300538043,0.02250054985669578,-0.003188150532739506,-0.005236399560873246,-0.08787449105751759,-0.026753537254027605,-0.08604144018506908,-0.026677467867722036,-0.0508991333688109,-0.0003182086780513585,0.1086772066127461,-0.05237262392305389,-0.3868956487846178
